ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.016702070832252502,0.0021690011490136385,0.02591961987068256,0.09034821797789089,0.8648610699138943
2,0.554436929678549,0.002138520358130336,0.03703703697962617,0.2977255379734888,0.10866197384605265
3,0.5380876532039451,0.004502715138585831,0.03395516956758031,0.07795494027057089,0.3454995320638661
4,0.024718059226870537,0.0025050416588783264,0.33533750078168467,0.02855086585533792,0.6088885529663252
5,0.5064718016780156,0.001680847373791039,0.010856673121452332,0.29214650453649615,0.1888441771319505
6,0.39456274840566846,0.00089995568851009,0.009603377431631088,0.3867912371007223,0.20814267025580477
7,0.6163554219271381,0.002437633229419589,0.12716310289476035,0.06547708064317702,0.18856678063044835
8,0.6974478501952084,0.005058899379022893,0.016084971768365562,0.03833811688466161,0.2430701720172898
9,0.9058488624890646,0.0006805260782130063,0.002223689109086991,0.013877304270863531,0.077369583884875
10,0.4851771973972089,0.0009590514819137752,0.0885093527631457,0.28134139872206315,0.14401300865785593
11,0.6512732950131552,0.000820719578769058,0.0037872518878430132,0.2016065226061853,0.14251221807358977
12,0.04945506652965344,0.004699763841927052,0.33112294357476457,0.29618732962259947,0.31853487501063615
13,0.49691632295740484,0.001374302082695067,0.06725036671859616,0.19740253388677279,0.23705644792825295
14,0.5064718016780156,0.001680847373791039,0.010856673121452332,0.29214650453649615,0.1888441771319505
15,0.738107078593585,0.0011916208313778045,0.0072816386818885795,0.1187258980981797,0.13469377601857774
16,0.657572943413361,0.0017159789567813277,0.008122026920318605,0.15753279922680757,0.17505626114520312
17,0.20719545524045435,0.0006921134190633893,0.0362330824136734,0.4974641773120612,0.25841517079984033
18,0.5357353842769349,0.0016058589098975062,0.01599227450788021,0.39045331421920226,0.056213190321411415
19,0.5492609266127539,0.007406214129778285,0.03650898624883349,0.10688032342026277,0.2999435188547266
20,0.04822777500537593,0.007074778415564236,0.09610617521601719,0.033083997954420706,0.8155072806263717
21,0.5032337017919332,0.005340124209673423,0.030101558588657523,0.09835999126496611,0.36296461878966496
22,0.0002833515463862568,0.010671177226618004,0.06330852222624361,0.008259179514761638,0.9174777400038101
23,0.5218342399597168,0.0012304835254326463,0.005306879989802838,0.372226087898016,0.09940228313207626
24,0.03617845214740422,0.010311666113170692,0.05158808863985651,0.0006107088993303478,0.9013110511964942
25,0.7149043997133302,0.0008045737049542367,0.007399076595902444,0.15352985124702337,0.12336212336063014
26,0.5380876532039451,0.004502715138585831,0.03395516956758031,0.07795494027057089,0.3454995320638661
27,0.9543055656970922,0.0014854671899229288,0.003157829538444584,0.0032541419788843615,0.03779700514171233
28,0.08492646098136902,0.0039880722761154175,0.008022818714380266,0.21724972262978554,0.6858129477500916
29,0.4290497018655158,0.0009165567462332547,0.03893269142117372,0.3782202963090979,0.15288077350679163
30,0.47952477770646584,0.0010149460285902023,0.0349031939169394,0.323381594226464,0.16117547508302454
31,0.636794703747115,0.0010491248685866596,0.005717041902244091,0.2457478434086534,0.11069127513036069
32,0.8277824073334751,0.0004142672987654805,0.0015142187476158142,0.12722310617203197,0.043066030366849264
33,0.544126453783675,0.0024753008037805557,0.03135807630393622,0.06237085163593292,0.3596693342364817
34,0.7860846093139457,0.0036129437534674663,0.020250768825153795,0.040662873309044015,0.14938878058400196
35,0.19073422143538532,0.012176873796465704,0.0678066186540138,0.0034633204340934753,0.7258189433282997
36,0.5882463992253328,0.0011505039874464276,0.009767531417310241,0.22257795995792756,0.17825759726291035
37,0.5158104619226266,0.005601786371187831,0.04771760823738107,0.12235907069960035,0.30851105018463176
38,0.6763099594672537,0.0007156896754167974,0.02024109065514078,0.16700381676922674,0.13572941776338343
39,0.4269849518877986,0.0009621414938010275,0.014056743384052665,0.46229119671772523,0.0957049586585881
40,0.7783039738564265,0.0018562511540949345,0.008364605717360973,0.11834540589650473,0.0931297722231774
41,0.05385645851492882,0.008465932793915273,0.12176327606453997,0.4798579605006726,0.3360563870271047
42,0.02645879530908466,0.026173168171454063,0.06037977866198363,0.005905225340049737,0.8810830470693432
43,0.5524715789224416,0.0045966787350189865,0.02392574811748042,0.0770933706587821,0.34191264568518803
44,0.04606821080321545,0.018100552260875702,0.012417159043252468,0.002428252948448062,0.9209858350723412
45,0.511434831194922,0.0024670350831001997,0.038817257126202334,0.10817558916867726,0.3391052844003001
46,0.6962329971790313,0.0013390054227784276,0.0047447942197322845,0.19749391853809356,0.10018929779529573
47,0.5598997788204869,0.004266395233571529,0.04958429820232814,0.09290032494475094,0.2933491720652176
48,0.3180831760894821,0.0012452403316274285,0.10866608628973053,0.38920606106949407,0.18279941258735555
49,0.21074775372305327,0.0008463201811537147,0.015478043016777153,0.6707944146700173,0.10213347807147047
50,0.12227849767829087,0.002488060388714075,0.06706331867973009,0.22837760422192777,0.5797925325355144
51,0.07559619843959807,0.10722692608992426,0.1636306686978491,0.004330874420702457,0.6492153295579581
52,0.4245030354124445,0.0010958136990666392,0.014840372838079931,0.30382738615240157,0.255733375134201
53,0.7860846093139457,0.0036129437534674663,0.020250768825153795,0.040662873309044015,0.14938878058400196
