ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0,0.0,0.023666666666666666,0.07646031746031745,0.8998730158730158
2,0.5421745333187374,0.0,0.03721863709773729,0.33245020023553645,0.0881566293479891
3,0.6700892191810227,0.004855343263330988,0.03413187657617586,0.07001479669648006,0.2209087642829903
4,0.0,0.0,0.5980072463768116,0.025471014492753623,0.37652173913043474
5,0.5092002528502024,0.0,0.0,0.3012746286694737,0.18952511848032405
6,0.5048611111111111,0.0,0.0,0.2634920634920634,0.23164682539682535
7,0.7771756704381384,0.0,0.017869334756805858,0.0,0.20495499480505563
8,0.6928066291166131,0.0062063268323699185,0.02053133477559936,0.05264848201062859,0.22780722726478897
9,0.9786666666666668,0.0,0.0,0.0,0.021333333333333333
10,0.45604767072291497,0.0,0.12062666914790776,0.29191585375096535,0.13140980637821187
11,0.5643034273943218,0.0,0.0,0.30197353533182786,0.13372303727385038
12,0.06234334659127785,0.0,0.3350816544186636,0.3292674190451562,0.27330757994490196
13,0.43005758335377453,0.0,0.1047590252479433,0.29771204441377,0.16747134698451194
14,0.5092002528502024,0.0,0.0,0.3012746286694737,0.18952511848032405
15,0.931669400774664,0.0,0.0,0.021039371155160632,0.04729122807017544
16,0.6316694983722848,0.0,0.0,0.19512832012328904,0.17320218150442604
17,0.23510896048396046,0.0,0.0,0.4403375929625929,0.3245534465534466
18,0.6942142857142855,0.0,0.0,0.29614285714285704,0.009642857142857142
19,0.6981348641088393,0.006279637792413512,0.01833863833400121,0.08043054010529603,0.1968163196594501
20,0.07407361101682104,0.008330057804144496,0.05947034782564249,0.007418059387788093,0.8507079239656035
21,0.6695359961322367,0.004208591690810954,0.014408872321672726,0.06881520977144832,0.24303133008383135
22,0.0,0.017471484466523076,0.09764483781522394,0.014714548437713826,0.870169129280539
23,0.345,0.0,0.0,0.63,0.025
24,0.06901600737730139,0.00509601213193478,0.07665772809243428,0.0,0.849230252398329
25,0.7373635808635806,0.0,0.0,0.1364224525474525,0.12621396658896658
26,0.6700892191810227,0.004855343263330988,0.03413187657617586,0.07001479669648006,0.2209087642829903
27,0.9821593291404612,0.0,0.00018867924528301886,0.0007547169811320754,0.01689727463312369
28,0.01,0.0,0.0,0.37,0.62
29,0.5225272504011823,0.0,0.036463676206395436,0.2981632479145216,0.14284582547790062
30,0.5225272504011823,0.0,0.036463676206395436,0.2981632479145216,0.14284582547790062
31,0.870183621933622,0.0,0.0,0.08159776334776335,0.048218614718614716
32,0.7565715013544196,0.0,0.0,0.2190972642527954,0.024331234392784756
33,0.7771756704381384,0.0,0.017869334756805858,0.0,0.20495499480505563
34,0.6700892191810227,0.004855343263330988,0.03413187657617586,0.07001479669648006,0.2209087642829903
35,0.06901600737730139,0.00509601213193478,0.07665772809243428,0.0,0.849230252398329
36,0.595801282051282,0.0,0.0,0.1964251859251859,0.2077735320235319
37,0.6700892191810227,0.004855343263330988,0.03413187657617586,0.07001479669648006,0.2209087642829903
38,0.5225272504011823,0.0,0.036463676206395436,0.2981632479145216,0.14284582547790062
39,0.4774605949605949,0.0,0.0013852813852813853,0.4612817182817182,0.059872405372405374
40,0.9210952380952382,0.0,0.0,0.04841666666666667,0.030488095238095238
41,0.0,0.01,0.22100937950937952,0.757323953823954,0.011666666666666665
42,0.050362905275112405,0.026364440717316837,0.10852973288527613,0.010565208369411574,0.8041777127528831
43,0.6695359961322367,0.004208591690810954,0.014408872321672726,0.06881520977144832,0.24303133008383135
44,0.08828851128231933,0.0,0.0,0.0,0.9117114887176803
45,0.7324328580952578,0.0,0.026612122486094923,0.05747951274039253,0.18347550667825507
46,0.86,0.0,0.0,0.11,0.03
47,0.719412568524305,0.0,0.04448926224099051,0.05247054315427238,0.1836276260804321
48,0.28313766732445683,0.0,0.12098376024454208,0.4217475241508594,0.1741310482801417
49,0.13297856875973568,0.0,0.012107799091906776,0.8140142901554642,0.04089934199289365
50,0.1868856421356421,0.0,0.021333333333333333,0.3580057720057719,0.4337752525252525
51,0.0,0.17016702741702733,0.18218650793650787,0.0,0.6476464646464645
52,0.4898586413586413,0.0,0.0,0.14497940947940946,0.3651619491619491
53,0.6700892191810227,0.004855343263330988,0.03413187657617586,0.07001479669648006,0.2209087642829903
54,0.11313944107593597,0.022372664966680535,0.03459604004821872,0.0,0.8298918539091646
55,0.0,0.0,0.16416666666666666,0.0,0.8358333333333334
56,0.6928066291166131,0.0062063268323699185,0.02053133477559936,0.05264848201062859,0.22780722726478897
57,0.8891666666666667,0.0,0.0,0.07532936507936508,0.03550396825396825
